TextRegion ID,TextLine ID,TextRegion Coords,TextEquiv Text
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,b6ed8af9-bfa9-467f-a2e4-1f7ff1e29dab,"488,1165 606,1160 647,1164 661,1178 754,1172 778,1192 807,1192 826,1204 914,1200 946,1208 958,1196 972,1195 1046,1211 1063,1211 1074,1200 1114,1200 1127,1208 1180,1200 1197,1210 1222,1200 1237,1211 1264,1212 1323,1211 1330,1204 1339,1211 1364,1211 1391,1208 1400,1200 1413,1208 1473,1208 1543,1149 1625,1155 1634,1149 1645,1156 1672,1148 1709,1154 1779,1149 1786,1156 1802,1153 1817,1165 1870,1160 1870,1222 1793,1229 1761,1257 1726,1268 1537,1268 1525,1276 1453,1275 1446,1268 1277,1268 1233,1292 1178,1292 1154,1312 1114,1303 1074,1308 1060,1300 1026,1308 993,1300 958,1311 935,1300 922,1304 894,1296 877,1304 826,1299 814,1287 794,1292 729,1283 662,1284 654,1292 488,1283",8. 3.A84E. La Sap. tel Jeakovaagongonag k
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,bc17bac7-eb19-4755-afd3-8b1bed13f22d,"819,1297 950,1302 958,1310 973,1302 1055,1302 1063,1309 1116,1302 1138,1313 1163,1306 1184,1286 1470,1294 1479,1285 1582,1282 1603,1269 1755,1267 1771,1254 1910,1254 1963,1304 1963,1366 1842,1370 1819,1358 1749,1361 1742,1354 1723,1354 1715,1362 1700,1354 1663,1354 1642,1366 1620,1354 1603,1362 1580,1354 1524,1354 1516,1362 1463,1358 1379,1367 1368,1358 1317,1354 1304,1366 1255,1358 1216,1370 1183,1354 989,1358 953,1351 941,1361 934,1354 909,1362 868,1353 819,1358",un 1 Jap. ker '2 sgage vangonschap vovrl 10
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,b9efeb10-0b87-4625-b3f7-ce1dfacb7192,"461,1253 483,1253 499,1266 606,1265 618,1277 718,1277 734,1289 789,1289 805,1302 850,1303 850,1364 797,1359 781,1367 731,1370 499,1373 483,1386 471,1382 461,1390",25- 8. 1943
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,line_8600fad7-9c2f-4bed-be5c-df40b7c38c49,"831,1311 1153,1315 1201,1335 1824,1339 1865,1347 1865,1410 1728,1412 1652,1420 1644,1428 1520,1424 1496,1436 1416,1440 1149,1435 1111,1444 1102,1436 1044,1431 1013,1404 981,1412 917,1408 905,1420 881,1404 831,1404",to kaubokde en Ingedaald ut ) not
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,line_6f7d8a6e-f277-447f-8a60-14c73229e8fa,"826,1404 880,1404 903,1422 919,1408 983,1412 1008,1404 1042,1412 1095,1406 1095,1468 1088,1460 1023,1461 986,1471 979,1464 826,1461",L. 0. e.
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,line_56de6ee7-2a83-4cb7-a3ba-20937a9db0b3,"816,1461 1049,1465 1069,1461 1097,1436 1396,1444 1408,1453 1435,1445 1523,1444 1536,1452 1536,1514 1507,1514 1459,1557 1387,1555 1363,1565 1335,1556 1289,1556 1273,1564 1233,1564 1180,1609 1013,1612 999,1605 989,1615 965,1615 907,1561 816,1561",e. e ds ee
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,line_9d9eae27-5b9d-4cae-bd91-7e9956eeb691,"468,1382 482,1378 550,1441 669,1441 709,1450 761,1446 772,1454 845,1451 845,1513 796,1557 779,1557 768,1566 752,1553 723,1565 704,1557 539,1562 518,1554 482,1581 468,1580",2512 1943
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,bb0841f3-136e-4999-8d1a-17b2422e45ba,"814,1589 848,1589 902,1613 937,1598 963,1617 1002,1606 1018,1614 1106,1609 1143,1618 1151,1610 1187,1606 1229,1566 1272,1566 1283,1558 1343,1558 1351,1566 1382,1555 1457,1559 1486,1534 1913,1530 1975,1582 1993,1567 2006,1566 2004,1631 1993,1631 1978,1646 1933,1647 1900,1666 1833,1662 1825,1670 1799,1658 1678,1674 1658,1665 1605,1661 1562,1666 1540,1658 1532,1666 1501,1670 1488,1661 1438,1666 1413,1658 1363,1666 1307,1661 1234,1672 1110,1658 1096,1666 1030,1662 1022,1670 949,1658 935,1666 895,1658 888,1665 878,1659 814,1658",AkS Jaron 6l ) hor RurE aag BRO EnE
region_7ed0d250-9854-4625-9fe1-644d3909f3b3,df69ae53-9d50-4aa6-9c5c-b38422c63c8e,"463,1581 481,1582 513,1555 533,1562 565,1558 585,1567 625,1555 672,1563 703,1555 716,1566 753,1554 769,1566 780,1556 804,1554 820,1563 848,1563 861,1551 856,1619 497,1627 482,1642 463,1646",29- 5- 1947
region_02a15f09-21d2-4154-99a5-acdd58d949b2,line_3a00b24c-41ba-4d61-8e5b-e210f0493aab,"825,1655 865,1663 906,1659 922,1667 944,1659 982,1662 1001,1671 1030,1663 1095,1667 1109,1659 1184,1659 1196,1671 1299,1662 1363,1667 1411,1659 1464,1666 1484,1659 1503,1671 1546,1658 1559,1666 1659,1666 1679,1675 1691,1667 1796,1659 1819,1667 1898,1667 1916,1659 1963,1706 1980,1714 1980,1777 1967,1790 1942,1767 1743,1767 1723,1774 1714,1767 1625,1763 1443,1763 1380,1775 1343,1774 1322,1763 1315,1770 1255,1770 1248,1763 979,1763 963,1775 879,1763 848,1790 825,1786",af J Ret Kagken man uen de E. 3aL. rang
region_02a15f09-21d2-4154-99a5-acdd58d949b2,f559e197-4278-4b32-b9f3-b79e54ff4ae9,"832,1785 846,1788 885,1761 959,1776 1003,1761 1017,1768 1074,1764 1090,1749 1110,1764 1246,1761 1257,1769 1313,1764 1357,1773 1480,1760 1561,1768 1600,1760 1693,1769 1760,1764 1770,1773 1792,1764 1816,1764 1825,1772 1869,1761 1940,1765 1972,1788 2005,1770 2005,1832 1988,1833 1969,1848 1944,1849 1912,1877 1481,1864 1169,1869 1137,1868 1125,1856 930,1857 832,1849",van Konsohaal on Soplaatst u2) Int. V.
region_02a15f09-21d2-4154-99a5-acdd58d949b2,line_529e3662-4545-4cd0-99a8-fb5cb1799632,"822,1854 916,1850 928,1858 1127,1858 1139,1867 1477,1862 1497,1876 1550,1876 1550,1937 1318,1929 1294,1948 951,1951 908,1960 822,1960",Vydilgh seigeant
region_02a15f09-21d2-4154-99a5-acdd58d949b2,line_8d56351a-05b7-492b-94ea-264d38375748,"451,1894 460,1898 485,1877 862,1877 862,1939 805,1939 777,1965 525,1968 475,2012 451,2015",26. 8- 1947
region_02a15f09-21d2-4154-99a5-acdd58d949b2,line_3d30126d-0cd5-49dd-a579-b909d09954e8,"453,2015 482,2011 543,1958 910,1959 926,1946 1222,1951 1295,1947 1318,1928 1617,1938 1633,1947 1697,1938 1890,1939 1890,2001 1693,2016 1649,2031 1402,2027 1358,2071 1294,2067 1274,2050 1118,2050 1110,2042 942,2042 930,2051 830,2051 822,2059 711,2059 699,2071 495,2066 478,2052 471,2058 453,2050",13- 11 - 1948 de tijdelijke ring van eirgent
region_02a15f09-21d2-4154-99a5-acdd58d949b2,d4698bf8-95bb-4f4c-a610-71ec43254df0,"835,2046 1109,2041 1117,2049 1272,2049 1288,2064 1336,2064 1357,2072 1404,2029 1480,2025 1648,2034 1668,2030 1680,2018 1831,2006 1863,1995 1883,1978 1916,1979 1972,2033 2012,2018 2012,2080 1999,2080 1980,2097 1959,2098 1915,2141 1807,2141 1779,2117 1708,2117 1692,2101 1456,2098 1312,2106 1292,2126 1021,2121 973,2161 835,2152","geefectueerd, rekenende de aen den daar"
region_02a15f09-21d2-4154-99a5-acdd58d949b2,ab611447-efab-4d3f-9630-1c7cd64eade7,"830,2154 979,2159 1020,2119 1219,2118 1228,2127 1291,2127 1311,2107 1343,2103 1715,2091 1723,2083 1780,2082 1780,2144 1703,2151 1667,2187 1474,2199 1140,2199 1082,2251 830,2251",in ring van 26-8 - 1547.-
eb05d6f3-3312-45eb-83cd-944fc61a6db3,a7d75a71-17ef-49e6-a5c8-fd8caf30bbbc,"454,2268 480,2292 536,2248 1084,2249 1111,2225 1127,2233 1159,2208 1471,2208 1479,2216 1574,2224 1914,2220 1934,2239 1947,2239 1947,2300 1930,2300 1913,2313 1491,2312 1481,2320 1423,2320 1411,2311 1215,2312 1195,2328 839,2323 816,2340 548,2347 488,2343 477,2335 454,2350",3 - 9- 1949 met vier maanden binnenlands
eb05d6f3-3312-45eb-83cd-944fc61a6db3,a7ee1679-1759-4bec-ba3c-2d2cf709eb04,"875,2313 1212,2304 1224,2313 1411,2312 1423,2321 1508,2320 1508,2382 1499,2382 1441,2432 1423,2436 1394,2415 1383,2415 1355,2388 1128,2380 1080,2381 1060,2401 875,2396",recuperitie valdj.
eb05d6f3-3312-45eb-83cd-944fc61a6db3,line_22438eb2-d60b-4031-8d28-dbd742f0eeab,"441,2438 480,2434 523,2394 1055,2403 1075,2384 1139,2379 1207,2379 1215,2387 1252,2387 1267,2398 1353,2398 1371,2414 1438,2419 1462,2419 1475,2407 1519,2406 1800,2411 1800,2474 1771,2487 1139,2487 1083,2538 983,2537 952,2518 611,2530 511,2521 491,2502 441,2495",2- 12- 18 t9 berng van birnenland
eb05d6f3-3312-45eb-83cd-944fc61a6db3,line_6a492875-3208-4cbb-a362-54be160d3997,"891,2521 949,2517 981,2536 1089,2537 1137,2490 1153,2486 1611,2489 1620,2497 1791,2498 1952,2490 1952,2552 1931,2552 1919,2562 1664,2570 1652,2582 1508,2582 1480,2597 1440,2637 1252,2637 1200,2589 1156,2589 1146,2597 989,2597 966,2574 891,2573",recuperatie valas en in gedeeld
eb05d6f3-3312-45eb-83cd-944fc61a6db3,d83011fc-4ee0-4773-ad88-6b86ea07ba8e,"894,2572 965,2573 988,2596 1199,2592 1215,2608 1272,2608 1272,2670 1151,2673 1102,2721 894,2721",bij tohs.
region_3d2a2809-1f74-4db7-a66c-1fb16020b748,e82ee3fd-2e4f-4ddf-aebb-3c1296f80c26,"455,2683 481,2666 557,2734 1141,2729 1196,2733 1204,2741 1624,2741 1640,2757 1744,2757 1756,2767 1837,2767 1837,2828 1681,2822 1356,2825 1316,2850 1285,2833 1085,2833 1053,2842 769,2837 749,2854 455,2854",15- 5- 2950 tidelijk aangesteld in de
region_3d2a2809-1f74-4db7-a66c-1fb16020b748,fbc87be6-7712-486c-94dd-dfdf1726031c,"866,2835 1080,2839 1108,2864 1219,2864 1231,2852 1249,2851 1272,2863 1293,2845 1303,2855 1344,2835 1359,2835 1387,2857 1407,2856 1443,2827 1674,2819 1682,2827 1841,2831 1878,2851 1907,2851 1907,2913 1682,2912 1658,2936 1635,2940 1363,2935 1343,2952 1311,2952 1295,2943 866,2936",litulane ring van Adjudant
region_3d2a2809-1f74-4db7-a66c-1fb16020b748,b0b44abc-445d-4754-8535-3f949f0cd741,"881,2938 1294,2942 1310,2951 1342,2951 1362,2934 1637,2939 1660,2935 1681,2915 1704,2910 1780,2910 1808,2938 1865,2944 1865,3006 1716,3002 1696,3015 1658,3022 1643,3010 1617,3006 1506,3003 1417,3007 1393,3027 881,3019",culks voor de tyd dat hij bis
region_3d2a2809-1f74-4db7-a66c-1fb16020b748,line_09cda378-d203-40ee-9227-e34c9fa79a35,"886,3021 1100,3016 1399,3025 1415,3009 1435,3005 1614,3004 1700,3013 1714,3001 1759,2997 1759,3059 1634,3066 1626,3074 1355,3081 1319,3085 1311,3093 1107,3097 1084,3101 1068,3117 886,3121",een 12. 111 onderdeel dat
region_3d2a2809-1f74-4db7-a66c-1fb16020b748,line_549357a0-8865-4835-8cfe-2de20cab1384,"900,3106 1074,3115 1086,3103 1166,3099 1186,3091 1310,3095 1322,3083 1394,3079 1905,3079 1915,3071 1931,3078 1931,3140 1910,3126 1901,3135 1746,3139 1694,3151 1618,3155 1598,3159 1574,3183 1338,3187 1322,3199 1302,3199 1246,3249 1230,3249 1186,3206 900,3199",tn wondelijk oan gaat mo
region_3d2a2809-1f74-4db7-a66c-1fb16020b748,cc56dd03-052e-4d91-ba31-774363c926de,"903,3200 1057,3204 1065,3196 1236,3192 1248,3184 1269,3184 1284,3196 1325,3196 1340,3184 1576,3184 1608,3156 1739,3143 1839,3143 1847,3151 1863,3151 1879,3167 1912,3167 1912,3229 1855,3229 1843,3240 1815,3244 1707,3244 1679,3272 1420,3272 1404,3288 1045,3288 1038,3295 989,3299 903,3299",hat R. 3 I leger de fundi
region_3d2a2809-1f74-4db7-a66c-1fb16020b748,line_8eda9575-e07f-4d46-92da-e125aab9a595,"914,3299 992,3299 1036,3295 1048,3287 1399,3291 1419,3278 1808,3282 1808,3344 1755,3344 1743,3355 1503,3363 1487,3371 1136,3375 1016,3387 1008,3395 914,3394",vervall aan d=os cd0. -
d35d6564-afea-44a0-a9d8-afaa7b6afc12,a9a20dca-3e75-4c58-844d-e576be583083,"1700,3419 1829,3419 1841,3431 1869,3435 1889,3454 1907,3455 1922,3444 1917,3510 1861,3510 1841,3527 1700,3527",12/5
region_6520b09a-c124-44a2-ae75-6f5dfa75029f,line_9fdce5dd-7e42-460f-b077-de41fcff814b,"2382,184 2488,189 2500,180 2536,185 2651,176 3051,188 3058,181 3162,180 3233,184 3245,193 3265,184 3345,184 3365,202 3406,202 3406,264 3010,270 2382,262",STAAT VAN BIENST
region_86105f6f-79f8-48d8-b5af-895c1895f4b6,line_7c804a90-84b1-4344-94ec-ef690829cd8d,"1949,318 2459,329 2467,337 2495,337 2547,382 2599,382 2668,370 2668,431 2631,451 2591,490 2543,493 2443,481 2411,450 1983,447 1976,454 1949,454",9- 9 1934 Teiny
region_86105f6f-79f8-48d8-b5af-895c1895f4b6,bffcee50-2e0e-49c4-8b2f-6adf92800a0a,"2038,451 2060,451 2068,459 2406,459 2431,483 2573,491 2611,456 2667,464 2679,452 2717,451 2731,463 2755,464 2763,456 2916,441 2962,455 2968,449 3022,451 3051,473 3051,535 3022,536 2982,567 2818,563 2787,571 2703,570 2696,563 2543,563 2535,555 2507,555 2495,543 2038,536",29. 9- 1751/2 met prort verldf
region_86105f6f-79f8-48d8-b5af-895c1895f4b6,line_77adeff0-2c30-49e6-abec-49dea287d7b6,"2060,536 2494,543 2510,555 2534,555 2566,567 2694,563 2707,573 2707,635 2695,624 2686,630 2630,630 2579,675 2558,655 2414,655 2406,647 2258,648 2169,639 2134,644 2118,631 2060,640",8- 7. 1959 borng.
region_86105f6f-79f8-48d8-b5af-895c1895f4b6,line_816e91a3-31e9-423c-a36d-15e242052deb,"2042,661 2075,662 2117,630 2140,650 2231,641 2259,650 2355,645 2415,653 2557,653 2581,674 2602,654 2631,654 2658,681 2693,685 2750,633 2794,642 2861,641 2885,651 2994,651 2994,713 2925,707 2917,714 2901,703 2862,714 2802,714 2764,750 2730,750 2722,758 2694,737 2650,738 2621,762 2610,761 2594,745 2463,749 2419,733 2267,733 2252,745 2116,746 2096,741 2075,722 2042,722",f. 8. 157 mes sroct vleen
region_86105f6f-79f8-48d8-b5af-895c1895f4b6,line_5cd23dec-2ded-41f5-b16f-1a900f9e9d89,"2324,733 2422,733 2430,741 2462,745 2590,744 2621,761 2649,738 2693,737 2721,757 2729,749 2766,749 2793,729 2855,733 2892,761 2949,706 3001,710 3145,702 3177,689 3297,694 3320,714 3408,709 3440,733 3561,737 3561,799 3521,802 3412,802 3400,793 3340,793 3325,805 3306,806 3293,794 3210,790 2821,790 2786,821 2729,825 2694,802 2324,806",of in 10 mei 1975 4 m 8 bee 1931. in
region_86105f6f-79f8-48d8-b5af-895c1895f4b6,line_6dc49bc0-e36b-4866-bdc4-4be37aa8f38d,"2340,805 2426,800 2434,808 2542,808 2579,816 2602,793 2692,789 2729,824 2790,820 2825,785 3205,784 3213,792 3280,792 3312,809 3340,796 3565,797 3565,859 3516,857 3505,849 3404,853 3372,885 3360,885 3296,948 3245,952 3185,952 3177,944 3153,952 3105,952 3053,939 2961,936 2901,876 2829,864 2777,865 2765,877 2618,868 2586,869 2578,877 2378,876 2340,885",tolool vier maonden voor heth als o in
region_86105f6f-79f8-48d8-b5af-895c1895f4b6,dc3d0ae7-75f8-4d0c-8b2f-63b9fd17b311,"3372,854 3506,850 3517,858 3577,857 3577,920 3453,938 3372,938",",,"
region_86105f6f-79f8-48d8-b5af-895c1895f4b6,line_9350d3a1-0877-428e-a17a-d4981b7eccbf,"2329,862 2343,873 2419,886 2454,886 2463,878 2575,878 2591,867 2766,878 2782,863 2831,863 2891,870 2919,895 2919,958 2746,962 2699,1009 2674,1021 2634,1020 2587,978 2580,985 2527,981 2487,990 2375,990 2367,998 2329,998",",,werkelijk dienst"
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_4d56fed3-5c09-4009-ac77-fdb2b053f251,"5322,165 5384,161 5403,172 5415,161 5506,164 5506,226 5322,225",A. 4.
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_510245d0-6215-4038-92c4-681d09f9fb72,"5255,250 5279,256 5316,225 5543,229 5543,291 5304,289 5286,305 5272,293 5255,293",KEER Nr.
region_83fee4c4-1417-491c-aecb-44e9f7da3850,fb946db4-af5c-4f84-bfa9-95445125ab48,"6190,287 6284,287 6284,349 6190,349",-
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_56db4e36-d27d-4416-ab9d-516b6b2af3dc,"5846,286 6189,289 6189,351 5846,361",N AAM:
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_3e83a237-ae6c-4617-a9a8-1e32e031cc42,"6312,296 6470,301 6478,293 6532,288 6646,289 6653,296 6737,300 6765,321 6793,309 6834,307 6834,369 6822,372 6312,371",34as04.
region_83fee4c4-1417-491c-aecb-44e9f7da3850,e923c0bc-94e0-4012-a081-39d641b95a43,"5317,348 5704,353 5704,414 5595,413 5587,421 5527,425 5443,421 5419,425 5403,437 5317,437",Mazohooi.
region_83fee4c4-1417-491c-aecb-44e9f7da3850,ed5d894e-3b97-4c71-9254-95b00d1c69a6,"5814,452 5848,443 6308,443 6308,504 5968,507 5961,514 5860,514 5832,535 5814,535",DACTYI. Reg. Nr. .
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_648d6612-8e2b-475f-b543-35f232e95bb7,"5250,508 5285,512 5316,485 5332,484 5433,484 5440,491 5712,491 5712,552 5324,551 5276,593 5250,593",DD ALA. STB. Nr.
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_53908e92-d43e-4aef-8a4d-6f5c95b82ce6,"5827,537 5836,536 5853,552 6421,556 6421,618 6292,618 6280,629 5997,633 5970,609 5935,609 5853,613 5838,628 5827,628",Bezoldigins op 1. 3. 1842
region_83fee4c4-1417-491c-aecb-44e9f7da3850,ac727719-7429-4a40-aa7a-d015ed29777f,"5320,572 5518,572 5546,590 5611,590 5611,651 5320,649",Arens.
region_83fee4c4-1417-491c-aecb-44e9f7da3850,a05323e9-c383-48c7-9b63-712c6258b6c0,"5830,627 5856,612 5989,612 6006,596 6006,658 5852,656 5835,667 5830,663",Soldij
region_83fee4c4-1417-491c-aecb-44e9f7da3850,d0191776-2592-41e2-94a7-580c154c822f,"6168,680 6468,679 6520,730 6596,735 6604,727 6671,726 6687,736 6760,736 6760,797 6472,798 6464,791 6313,792 6281,783 6168,783",e
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_69bd9d5a-dbc1-4c75-b847-9c5c7a14228b,"5320,694 5580,694 5580,755 5320,749",Geboren:
region_83fee4c4-1417-491c-aecb-44e9f7da3850,a6926082-2da8-4973-a74f-79b764afafea,"5774,679 6063,678 6079,692 6148,692 6148,754 5774,758",4- 9-1944
region_83fee4c4-1417-491c-aecb-44e9f7da3850,decd80cb-7b8f-4b2d-99b6-f900cdc2df19,"5322,821 5625,819 5625,880 5322,891",Landaard:
region_83fee4c4-1417-491c-aecb-44e9f7da3850,ca48b287-f52f-4be8-94fc-d10ccc3a19f3,"5762,791 6157,799 6372,788 6463,791 6475,799 6764,799 6764,860 6463,859 6451,870 6256,870 6236,890 5940,890 5916,877 5762,878",vederzander. bij de Wet van 22. 12. 1955
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_96b3fea6-9022-4ea9-89cf-0cfd5d56e235,"6425,872 6502,856 6565,856 6580,871 6589,864 6681,860 6681,922 6669,928 6633,928 6613,944 6425,939",sell. 597
region_83fee4c4-1417-491c-aecb-44e9f7da3850,e45cc1e1-5dae-4942-88c1-191c54d2311f,"5319,891 5643,878 5643,940 5319,940",Godsdienst:
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_1dc11558-69ed-4cc6-a716-68da62aa0910,"5769,880 6023,879 6023,941 5769,935",Hoe.
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_642a53b6-7e99-4f8f-b031-e30e9ca88d93,"5324,939 5614,935 5626,926 5820,939 6006,930 6131,938 6131,1000 5324,1007",Laatst gewoond te: Nannouuw.
region_83fee4c4-1417-491c-aecb-44e9f7da3850,e345e499-855f-4542-b86f-d6286ab49cba,"5324,1064 6004,1060 6004,1121 5780,1114 5489,1130 5324,1130",Beroep voor in dienst treden:
region_83fee4c4-1417-491c-aecb-44e9f7da3850,line_3e407814-f1d2-4356-8da4-69dcd74a7833,"6434,1181 6621,1187 6621,1250 6434,1257",0.
